0.000000000000000000e+00,0.000000000000000000e+00,5.548842600546777248e-04,4.984736022949218750e+02,5.327798366546630859e+00
0.000000000000000000e+00,4.000000000000000083e-02,1.656139211263507605e-04,6.136994018554687500e+02,5.374605655670166016e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.529043508227914572e-05,5.527189941406250000e+02,5.376112461090087891e+00
0.000000000000000000e+00,8.000000000000000167e-02,1.294361481996020302e-05,6.555468750000000000e+02,5.185084342956542969e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.626039182970998809e-06,5.249661865234375000e+02,5.332238197326660156e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.489799524279078469e-05,6.317319946289062500e+02,5.331211566925048828e+00
0.000000000000000000e+00,4.000000000000000083e-02,7.753275895083788782e-06,6.608748168945312500e+02,5.325764656066894531e+00
8.000000000000000167e-02,1.199999999999999956e-01,1.211550193502830552e-09,6.450922851562500000e+02,5.299037933349609375e+00
4.000000000000000083e-02,4.000000000000000083e-02,9.440450643438680345e-10,5.709583740234375000e+02,5.286497116088867188e+00
0.000000000000000000e+00,8.000000000000000167e-02,2.251353548032852814e-09,4.910745849609375000e+02,5.273177623748779297e+00
0.000000000000000000e+00,4.000000000000000083e-02,2.209583405132775624e-09,5.724763793945312500e+02,5.291074275970458984e+00
0.000000000000000000e+00,4.000000000000000083e-02,1.316181164057184105e-09,4.918281250000000000e+02,5.230839729309082031e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.104246249994389473e-09,6.165869140625000000e+02,5.247107982635498047e+00
0.000000000000000000e+00,4.000000000000000083e-02,2.186432368489477085e-09,6.515117187500000000e+02,5.358248710632324219e+00
0.000000000000000000e+00,8.000000000000000167e-02,6.280656883461688267e-09,6.144210205078125000e+02,5.300231456756591797e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.272203564717244717e-09,6.141002807617187500e+02,5.235311508178710938e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.455245949941399886e-09,6.113862304687500000e+02,5.279842376708984375e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.591322629224123375e-09,5.901466674804687500e+02,5.279303073883056641e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.011129846517633268e-09,7.426477050781250000e+02,5.329046726226806641e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.999999910593032837e-02,6.639141235351562500e+02,5.304838180541992188e+00
4.000000000000000083e-02,4.000000000000000083e-02,1.038156671739898229e-09,5.759917602539062500e+02,5.275955200195312500e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.340776156766310123e-09,5.893813476562500000e+02,5.298633575439453125e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.280490265162200103e-10,5.950274047851562500e+02,5.375543594360351562e+00
4.000000000000000083e-02,8.000000000000000167e-02,7.382542910328027119e-10,6.303793945312500000e+02,5.283127307891845703e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.999999910593032837e-02,6.851828002929687500e+02,5.308403491973876953e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.688767208880449289e-09,5.540159301757812500e+02,5.296318531036376953e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.915307047464011703e-07,6.060875244140625000e+02,5.279617786407470703e+00
0.000000000000000000e+00,4.000000000000000083e-02,3.249738256272394210e-07,5.866878662109375000e+02,5.286612987518310547e+00
0.000000000000000000e+00,8.000000000000000167e-02,5.836859031660424080e-07,6.378074340820312500e+02,5.312534332275390625e+00
0.000000000000000000e+00,4.000000000000000083e-02,3.100536787314922549e-07,6.339910278320312500e+02,5.287675380706787109e+00
0.000000000000000000e+00,8.000000000000000167e-02,5.070404540674644522e-07,5.798534545898437500e+02,5.255262374877929688e+00
4.000000000000000083e-02,1.600000000000000033e-01,2.346171044109723880e-07,6.236036987304687500e+02,5.276007652282714844e+00
0.000000000000000000e+00,8.000000000000000167e-02,4.000052437186241150e-02,6.559756469726562500e+02,5.258155345916748047e+00
8.000000000000000167e-02,8.000000000000000167e-02,5.722266905650030822e-06,6.604728393554687500e+02,5.231181621551513672e+00
0.000000000000000000e+00,4.000000000000000083e-02,5.748071544076083228e-06,7.075561523437500000e+02,5.250284194946289062e+00
4.000000000000000083e-02,4.000000000000000083e-02,1.536751005914993584e-05,6.753033447265625000e+02,5.244927883148193359e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.157703294069506228e-06,6.257048950195312500e+02,5.346475601196289062e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.928439638111740351e-05,6.251740722656250000e+02,5.345228672027587891e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.783494528557639569e-05,6.246896972656250000e+02,5.456785678863525391e+00
0.000000000000000000e+00,4.000000000000000083e-02,4.000090435147285461e-02,6.681451416015625000e+02,5.340595722198486328e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.066280664323130623e-06,6.156074829101562500e+02,5.332630157470703125e+00
0.000000000000000000e+00,1.199999999999999956e-01,1.021914286525316129e-08,6.132771606445312500e+02,5.275896549224853516e+00
4.000000000000000083e-02,8.000000000000000167e-02,6.723258061391845786e-10,6.481251220703125000e+02,5.266362190246582031e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.490324840844550636e-07,6.489555664062500000e+02,5.282430648803710938e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.513053793367191702e-09,5.339685668945312500e+02,5.284722805023193359e+00
0.000000000000000000e+00,4.000000000000000083e-02,3.999999910593032837e-02,6.424090576171875000e+02,5.303991317749023438e+00
0.000000000000000000e+00,4.000000000000000083e-02,1.364139134985009605e-09,6.562103881835937500e+02,5.292665958404541016e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.873164698437904008e-07,6.274953613281250000e+02,5.293894767761230469e+00
0.000000000000000000e+00,4.000000000000000083e-02,8.526412353937473654e-10,5.956654663085937500e+02,5.294173717498779297e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.231333340318997216e-09,5.960559692382812500e+02,5.285925388336181641e+00
0.000000000000000000e+00,4.000000000000000083e-02,2.728546277808163723e-09,6.037048339843750000e+02,5.281544208526611328e+00
0.000000000000000000e+00,4.000000000000000083e-02,1.538922544952470162e-09,5.648504028320312500e+02,5.316279888153076172e+00
0.000000000000000000e+00,4.000000000000000083e-02,1.350282108347755639e-09,6.112153320312500000e+02,5.301815986633300781e+00
4.000000000000000083e-02,8.000000000000000167e-02,9.514116161568608732e-10,6.168593139648437500e+02,5.271002292633056641e+00
0.000000000000000000e+00,8.000000000000000167e-02,1.734524524010794266e-08,6.369801025390625000e+02,5.265717983245849609e+00
4.000000000000000083e-02,1.199999999999999956e-01,1.263895876846277133e-09,5.775618286132812500e+02,5.252008438110351562e+00
4.000000000000000083e-02,4.000000000000000083e-02,3.999999910593032837e-02,6.327086181640625000e+02,5.279733180999755859e+00
